Date,Target_date,Actual_direct,Forecast_median_direct,CRPS_direct_parametric,CRPS_direct_empirical,RMSE_direct,PIT,Actual_YoY,Forecast_median_YoY,q05_YoY,q16_YoY,q84_YoY,q95_YoY,CRPS_YoY_timesafe,SHAP_Shap_PPI,SHAP_Shap_real_turnover,SHAP_Shap_retail_turnover,SHAP_Shap_Manufacturing_EU,SHAP_Shap_Vol_loans,SHAP_Shap_Exchange_Rate_CHF,SHAP_Shap_gdp_index_ch,SHAP_Shap_gdp_index_eu,SHAP_Shap_Wage_change,SHAP_Shap_Business_Confidence_EU,SHAP_Shap_CH_2int,SHAP_Shap_infl_e_current_year,SHAP_Shap_fin_spread,SHAP_Shap_unemployment_rate,SHAP_Shap_M1_change,SHAP_Shap_oilprices,SHAP_Shap_variable_mortgages,SHAP_Shap_infl_e_next_year,SHAP_Shap_EU_fin_spread,SHAP_Shap_kofbarometer,SHAP_Shap_Saron_Rate,SHAP_Shap_M3_change,SHAP_Shap_M2_change,SHAP_Shap_headline_1m,SHAP_Shap_core_1m,SHAP_Shap_sin_cycle_1,SHAP_Shap_cos_cycle_1,SHAP_Shap_sin_cycle_2,SHAP_Shap_cos_cycle_2,SHAP_Shap_Linear_Pred,SHAP_Shap_Constant
2018-03-01,2019-03-01,0.4957130017502642,-0.0384431159643039,0.3762947706662407,0.3697494637653076,0.2853227580918996,0.8336702214209191,0.4957130017502642,-0.0384431159643039,-1.2023110981006724,-0.8913308118217778,0.46707750073182847,0.7882767825331705,1.189337458401534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0044112218929673284,-0.0034635897132658565,0.0,-0.04961732644697204,-0.021218877940755883,0.0,0.0,-0.004565102908243579,0.0,-0.21251145681921757,0.0,-0.01172079993263665,0.0,-0.008274089572484314,0.0,-0.01560305297549539,0.0,0.0,0.0,0.0,0.0,0.0,0.03919144811728345,0.25375095412045134
2018-06-01,2019-06-01,0.6980791265353226,-0.0934193881882983,0.5619864803032975,0.552277480762495,0.6264698988096978,0.8960476719970707,0.6980791265353226,-0.0934193881882983,-1.2023110981006724,-0.9770202599772126,0.5106385514639378,0.7059102214901002,0.5451994059949404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06691549172021756,-0.020726463859209628,0.0,-0.022975856388566012,-0.012428079693119957,0.0,-0.24855753244897016,-0.010328723275489029,0.0,-0.023206423982699682,-0.013809989998473656,0.0,-0.01828494045853432,0.0,0.0,0.0,0.0,0.0,0.0,0.06256249714116141,0.2812516164958202
2018-09-01,2019-09-01,0.3682466372715076,-0.0934193881882983,0.3402609444941424,0.3165879381384604,0.21313551906385414,0.7996432547253712,0.3682466372715076,-0.0934193881882983,-1.2023110981006724,-1.0373178900398905,0.5122780302015247,0.7486884103328809,0.332130732871113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.011096283165222678,0.0,-0.08224162253141681,-0.01716748798794713,0.0,-0.0167500656745864,-0.003654480404022442,0.0,-0.18784507118773455,-0.010155406141014097,0.0,-0.028043322634188347,0.0,0.0,-0.009313113718571806,0.0,0.0,0.0,0.0,0.0,0.0,-0.004990430798996482,0.2778378960554025
2018-12-01,2019-12-01,0.3691647183324598,0.0952320370419812,0.25341747876551085,0.22633921714592814,0.07503911387899093,0.7378080901100803,0.3691647183324598,0.0952320370419812,-1.1649394802873256,-0.9770202599772126,0.5252252091309195,0.7058486844918832,0.19153813107980516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035010754423576394,-0.05599154082695315,-0.03180512112596171,0.0,-0.014492276406838827,-0.010310084282082105,0.0,-0.023916366680287092,-0.0285953420545459,0.0,-0.038288401055147706,0.048862350137038386,0.0,-0.015614699288891793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23037276420207473
2019-03-01,2020-03-01,-0.0801761132071199,0.2097351736294328,0.14202215879765978,0.20038388361820506,0.08404855423522593,0.4300225132918289,-0.0801761132071199,0.2097351736294328,-1.1629725530339918,-0.8846061718801757,0.5208852935738584,0.5982825822619553,0.6124642683754643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.022254046581190207,-0.03761966932426115,-0.02459259961744437,0.0,0.0,0.0,0.051121361928843076,0.027077005785594195,-0.02037263498735239,0.0,-0.03413912827731118,0.06359778961214733,0.0,-0.013954264483958596,0.0,0.0,0.0,0.0,0.0,0.0,-0.008634913619548826,0.22950627319391492
2019-06-01,2020-06-01,-0.7581105002145705,0.2363944157873554,0.5489553179723798,0.55897239023788,0.9890400279519977,0.09349569963663305,-0.7581105002145705,0.2363944157873554,-1.0916999701163554,-0.6658056929032837,0.5208852935738584,0.5770491780988429,0.40191838144173564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02071818939342868,-0.025158728916247555,0.0,0.0,-0.011725823123004447,0.0,0.048682198621073716,0.061510401061694295,-0.03487887264433419,0.0,-0.03276256535123644,0.06797805056545994,0.0,-0.02228527641747706,0.0,0.0,0.0,0.0,0.0,0.0,-0.020869325127979163,0.226622546512835
2019-09-01,2020-09-01,-0.3137872354086468,0.4029215472739267,0.44408301232337233,0.46835953761294774,0.5136714791743364,0.08315191491996571,-0.3137872354086468,0.4029215472739267,-0.6894260284991738,-0.07455137962275056,0.597808168526015,0.9204816366966462,0.4842113621943177,0.0,0.0,0.0,0.0,0.0,0.0,-0.013841803267721843,0.0,0.0,0.0,-0.012979984322751392,0.005571045703898176,-0.008892673620211821,0.0,0.0,0.04086852213974105,0.0458137856891344,0.0048448095169512095,0.04881481198915255,-0.014405132843931658,0.044772209995284806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2623559562943812
2019-12-01,2020-12-01,-0.3564639118141421,0.2384944634538754,0.324051337252325,0.3394268326093746,0.3539754683015592,0.14033296785071295,-0.3564639118141421,0.2384944634538754,-0.8913308118217778,-0.3244976139693989,0.5106385514639378,0.5982825822619553,0.29240710642166856,0.0,0.0,0.0,0.0,0.0,0.0,-0.010430842929688967,0.0,0.0,0.0,-0.023533118817666097,0.0,-0.009869914618093327,0.0,-0.01564038724230401,0.03405223097251535,0.05480856381295935,0.0,0.03131402596270174,-0.016735229621699692,-0.020123122090931075,0.0,-0.027701144605753725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24235340263183586
2020-03-01,2021-03-01,-0.374674542625808,0.1650218075520904,0.2795723904203337,0.3035659927250672,0.29127215039534476,0.19190192351580576,-0.374674542625808,0.1650218075520904,-0.9613875482682666,-0.4835425102155177,0.5106385514639378,0.9378126014108368,0.14774227168168083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.019971699409242462,0.0,0.0,-0.013871277738806753,0.0,-0.029158222515103784,0.05184830289648258,0.050678049346752053,0.0,0.05907834440153266,-0.022795982634154145,-0.02854586244056433,0.0,-0.02622437487464188,0.0,0.0,0.0,0.0,0.0,0.0,-0.04467878515257617,0.18866331567241262
2020-06-01,2021-06-01,0.2523476482182651,0.1846803752465931,0.09577135258865746,0.10299665275426473,0.004578859831422775,0.5825509277314185,0.2523476482182651,0.1846803752465931,-0.6613065813612096,-0.2647019222216329,0.5106385514639378,0.6741472190689102,0.09256894737960725,0.0,0.0,0.0,0.0,0.0,0.0,-0.007737819708157472,0.0,0.0,0.0,0.0,0.0,-0.010328134669632508,0.0,-0.021141630584657928,0.058938498421271315,0.0,-0.008115006049049349,0.01774855802495278,-0.008706967302484709,-0.032116957644483066,0.0,-0.036481139535290454,0.0,0.0,0.0,0.0,0.0,0.0,0.029187394564978507,0.20343357972914597
2020-09-01,2021-09-01,0.4675283229617299,0.1182657315096591,0.22835884259064843,0.2192119665359208,0.12198435778781615,0.8203545219349765,0.4675283229617299,0.1182657315096591,-0.7581105002145705,-0.3907521106108369,0.5106385514639378,0.6747849279676194,0.24769890304318123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.011203298247429149,-0.03584002615633137,0.0,-0.022622715797774397,0.0,0.0,0.042971938657221584,-0.07329999922540631,0.0,0.0,0.03705278950682801,-0.026196192156562943,-0.00946118433780721,-0.011404545916328293,0.0,0.0,0.0,0.0,0.0,0.0,-0.017571947240467786,0.24584091242371697
2020-12-01,2021-12-01,0.8145733248906772,0.1239956835564548,0.45251031868504565,0.45992927335738404,0.4768974787107379,0.938422477133799,0.8145733248906772,0.1239956835564548,-0.6518081824236432,-0.3907521106108369,0.5256036452767708,0.8169389056827292,0.3014796891523237,0.0,0.0,0.0,0.0,0.0,0.0,0.0170799801502014,0.0,0.0,-0.02345390278674618,-0.02869999226646196,0.0,-0.03241994979144337,0.0,0.0,0.04820790616264706,-0.12259875452871412,0.0,0.027669729121275646,0.04583250099150591,-0.03918150271051386,0.0,-0.022714929520942284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2542745987356466
2021-03-01,2022-03-01,1.3972091141676302,0.0334120104732438,1.1375929769550355,1.145526323784604,1.8599425400451968,0.9999992133375846,1.3972091141676302,0.0334120104732438,-0.8913308118217778,-0.4168131110357187,0.4828958814294459,0.629165749209637,1.412761749679418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005396939532282285,-0.025695700936949676,-0.02553721558684799,0.0,-0.015199033834525592,0.0,0.0,0.024367095939763956,-0.1415221851370335,0.0,0.0,0.04782952307749173,-0.02716682515044768,-0.005097571213095536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.027379641246332177,0.23421050409350258
2021-06-01,2022-06-01,1.9015284854629224,0.2091103695289753,1.588286736736515,1.59178665052111,2.864279079141411,1.0,1.9015284854629224,0.2091103695289753,-1.045092856475538,-0.5441236332512034,0.4957130017502642,0.597808168526015,1.7857869826294852,0.0,0.0,0.0,0.0,0.0,0.0,-0.012594813512586296,0.0,0.0,0.07412123536784558,0.0,-0.011451109006873655,-0.017903708415312504,0.0,0.015155835133525225,0.035842020727546976,-0.10314863443156637,0.0,0.0,0.06149426943414599,0.0,0.0,-0.02015585442820127,0.0,0.0,0.0,0.0,0.0,0.0,-0.056080593383451005,0.24383172204390263
2021-09-01,2022-09-01,1.9772231732424927,0.1239956835564548,1.6921340153404523,1.6945504749818963,3.434452128528014,0.9999999999968786,1.9772231732424927,0.1239956835564548,-1.0916999701163554,-0.6513082666900871,0.5208852935738584,0.597808168526015,1.97003547154074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08960309380489599,0.0,-0.021292161952306207,-0.039021773540296956,0.0,0.0,0.032568585508637,-0.13444493775574004,0.0,0.0,0.07906997149145625,-0.028396734305318326,-0.011453470069900856,-0.023097045723954497,0.0,0.0,0.0,0.0,0.0,0.0,-0.05921689883508706,0.23967705493406946
2021-12-01,2022-12-01,1.9477215854952767,0.3682466372715076,1.5615794355889498,1.5667961056713704,2.494741112066478,1.0,1.9477215854952767,0.3682466372715076,-1.0026335309508516,-0.3907521106108369,0.52264543290228,0.6620796371409231,1.6076136171670576,0.0,0.0,0.0,0.0,0.0,0.0,0.020920732400144717,0.0,0.0,0.11081020128202533,0.0,-0.02073155019687825,-0.021687444726216157,-0.020483901823751267,0.012516469719849745,0.020922500442537847,0.0,0.0,0.0,0.045384885780118206,0.0,0.02478545424414364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03301828691524659,0.22882757706478035
2022-03-01,2023-03-01,2.2165571229428416,0.0320072592403519,2.022989710144275,2.023817297195041,4.772258107002566,0.999999999954689,2.2165571229428416,0.0320072592403519,-1.1629725530339918,-0.8846061718801757,0.402144511891489,0.597808168526015,2.8996439693139227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01558394400243902,0.0,0.07991697144405513,-0.018611199928887052,-0.02222079819495666,0.0,-0.024731348392798325,-0.018084289089299984,-0.08217321053956603,0.0,0.0,0.0,-0.037088571626191454,0.0,0.0,-0.018763724779071202,0.0,0.0,0.0,0.0,0.0,0.0,-0.035893004028070254,0.22524037837757674
2022-06-01,2023-06-01,1.748596256624424,-0.06536512419712534,1.5810398294199526,1.5866626233233216,3.290455891112022,0.9998647618343873,1.748596256624424,-0.06536512419712534,-1.1599469235346493,-0.8913308118217778,0.402144511891489,0.5982825822619553,2.2280039609562015,0.0,0.0,0.0,0.0,0.0,0.0,-0.0045380516018919724,-0.010236398228104442,0.0,0.0,-0.022260203003320395,-0.018274512357622417,0.0,-0.02380546570470162,-0.016282598760233292,-0.10492217065547918,0.0,0.0,0.0,-0.028078169367643277,-0.003822038413147766,0.0,-0.0053104123859964505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17216489628101547
2022-09-01,2023-09-01,1.3367178992657711,-0.0035302097705525,1.0603873157374828,1.0813315482958856,1.7962649937754411,0.9775807055822351,1.3367178992657711,-0.0035302097705525,-1.1629725530339918,-0.9770202599772126,0.508604894016873,0.7897098886906471,1.3524984687888268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0978922758930301,-0.04949352712418254,0.0,0.0,-0.020045393139076727,-0.019086693735725767,-0.11242366247657909,-0.14945656608180208,0.0,0.0,-0.05040779184025745,-0.02599767354560886,0.0,-0.011925142745243644,0.0,0.0,0.0,0.0,0.0,0.0,0.07247791898658189,0.26493604603831156
2022-12-01,2023-12-01,1.490287307731819,-0.1153347402562232,1.292203308699531,1.296460980631385,2.578022160985315,0.9962126729867544,1.490287307731819,-0.1153347402562232,-1.1629725530339918,-0.885682114270832,0.5347034746246419,0.7072272182205807,1.4815292769660255,0.0,0.0,0.0,0.0,0.0,0.0,-0.011807019494349376,0.0,0.0,-0.048126944780718946,0.0,-0.012510235910923262,0.0,-0.021651851320560286,-0.029866722803990768,-0.107010393067609,-0.1412068466683604,0.0,0.05194577810627948,-0.05949807745929913,0.04668646745791293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21771110568539553
2023-03-01,2024-03-01,1.0099449936324945,0.2523476482182651,0.448787190302748,0.4772206324079158,0.5739537377786871,0.820022009173718,1.0099449936324945,0.2523476482182651,-1.094794820682243,-0.5441236332512034,1.212125255889518,1.6638460089316354,1.243948609480463,0.0,0.0,0.0,0.0,0.0,0.0,-0.01594234745460091,0.0,-0.013831864182053497,-0.036369486685574416,0.0677376644175917,0.0,-0.014457680125222905,0.0,0.0,0.0,-0.10928688718947652,0.0,0.13903182733906524,-0.04768358354295063,0.03642465934209745,0.0,0.04813149398252008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1985938523168695
2023-06-01,2024-06-01,1.1063814765646107,0.5742446075862162,0.27668573925829637,0.3097948130447341,0.28316964732612904,0.7966600525005497,1.1063814765646107,0.5742446075862162,-0.374674542625808,0.18594193948395343,1.3253730683686626,1.738815096828894,0.4212426067506381,0.011651427154838967,0.0,0.0,0.0,0.0,0.0,0.0107817265314114,0.0,0.028546827782284425,-0.09426156703601427,0.04932508774641663,0.0,0.0,0.0,0.0,0.0,0.09246348033118933,0.0,0.10669416204376828,-0.0324022956580825,0.06152149347797174,0.0,0.039511148809577956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30041311640285423
2023-09-01,2024-09-01,0.976749369197094,0.5689575820150949,0.2253086099361494,0.26020492656104993,0.1662941416930888,0.7593038297099697,0.976749369197094,0.5689575820150949,-0.3000163151732238,0.1864152629288185,1.3253730683686626,1.638446653763026,0.20801331226232633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.039055631197462956,0.02790226194713547,-0.1606746334450765,0.049452577375413344,0.0,0.0,0.0,0.0,0.0,0.10816619651343257,0.006577134874071466,0.08299618979868818,-0.020351122396783113,0.06491661580212851,0.0,0.05880524288622731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3902227498573207
2023-12-01,2024-12-01,0.6529068849768116,0.5430111251164327,0.12055896910006383,0.1233348087152851,0.01207707803529007,0.5780020717751644,0.6529068849768116,0.5430111251164327,-0.3244976139693989,0.1972387227204386,1.1971244525493312,1.638446653763026,0.16696967178756306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03517488635219432,0.045358800489735576,-0.09767575102753076,0.05296177814869751,0.0,0.0,0.0,0.0,0.0,0.06511993784861696,0.020439589893936905,0.07279841862910266,-0.02161095038312197,0.05777147270820941,0.0,0.056382038418543216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3266406767424375
2024-03-01,2025-03-01,0.9365620200689762,0.5703988126583681,0.17667439723675504,0.2134737388092496,0.13407549446122397,0.6818886103913835,0.9365620200689762,0.5703988126583681,-0.2078391915756761,0.2401537402562326,1.37220703342118,1.6638460089316354,0.7144665149785483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045926579191353324,-0.031264420038633105,0.07110039387302171,0.0,0.0,0.0,0.0,0.0,0.05376427109459148,0.022202731788139828,0.08188257003528733,0.0,0.08343744077209464,0.013380692853345996,0.05791817534285332,0.0,0.0,0.0,0.0,0.0,0.0,-0.020661666397184142,0.1927120441434978
